market_id,question,category,token_id,closedTime,t,price,timestamp,days_to_close,final_price,outcome,price_ma3,price_ma7,price_ma14,price_std7,price_std14,price_diff1,price_diff6,price_diff12,price_diff24,price_diff1_norm,price_diff6_norm,price_diff24_norm,dist_from_half,drift_from_start,price_min,price_max,price_relative,price_vs_ma,price_zscore14,time_bucket,price_x_near,price_x_far,future_price,price_return,target,month,prob,side,price_return_signed,price_return_capped,kelly,position_usdc,pnl_usdc,cumulative_pnl_usdc,capital,drawdown_usdc
240383,[Single Market] Will Kamala Harris win the U.S. 2024 Democratic presidential nomination?,US-current-affairs,55587534433102763859032443585846918727132208718352714378810158969375734322181,2024-08-07 13:51:50.562992+00:00,1719594003,0.085,2024-06-28 17:00:03+00:00,39.86930049759259,0.9995,1,0.085,0.08285714285714287,0.0667857142857143,0.008091735937123498,0.018770593086930357,0.0,0.020000000000000004,0.04000000000000001,0.04000000000000001,0.0,2.4716572171598217,4.943314434319643,0.415,0.020000000000000004,0.045,0.9995,0.041906757420736775,1.0258620565844234,0.9703627722133742,mid,0.0,0.0,0.11,0.024999999999999994,1,2024-06,0.8619583,long,0.024999999999999994,0.024999999999999994,0.05,50.0,0.2499999999999997,1382.2499999999927,2382.2499999999927,-15.550000000007003
240383,[Single Market] Will Kamala Harris win the U.S. 2024 Democratic presidential nomination?,US-current-affairs,55587534433102763859032443585846918727132208718352714378810158969375734322181,2024-08-07 13:51:50.562992+00:00,1719600003,0.065,2024-06-28 18:40:03+00:00,39.79985605314815,0.9995,1,0.07833333333333337,0.08285714285714287,0.06821428571428571,0.008091735937123498,0.017716478949655314,-0.020000000000000004,-0.024999999999999994,0.020000000000000004,0.020000000000000004,-2.4716572171598217,-3.089571521449776,2.4716572171598217,0.435,0.0,0.045,0.9995,0.020953378710368387,0.7844827491527944,-0.1814291396157535,mid,0.0,0.0,0.11,0.045,1,2024-06,0.98705065,long,0.045,0.045,0.05,50.0,1.25,1383.4999999999927,2383.4999999999927,-14.300000000007003
240384,[Single Market] Will Pete Buttigieg win the U.S. 2024 Democratic presidential nomination?,US-current-affairs,113459643164060403919504712048530019379173768880231414404726414035517357828194,2024-08-07 13:51:50.562992+00:00,1719600003,0.004,2024-06-28 18:40:03+00:00,39.79985605314815,0.0025,0,0.03366666666666667,0.04207142857142858,0.03457142857142857,0.016788956120587614,0.015227577643181852,-0.0445,-0.0445,-0.0195,-0.0195,-2.650551769259775,-2.650551769259775,-1.1614777415857442,0.496,-0.046,0.0025,0.5,0.003015075370823969,0.0950763984192367,-2.0076355727847073,mid,0.0,0.0,0.045,0.040999999999999995,1,2024-06,0.99003863,long,0.040999999999999995,0.040999999999999995,0.05,50.0,1.0499999999999998,1384.5499999999927,2384.549999999993,-13.250000000006821
246667,[Single Market] Will Gavin Newsom win the U.S. 2024 Democratic presidential nomination?,US-current-affairs,7485789793420109554433747368362501384889372782243986779008355377936022316153,2024-08-07 13:51:50.562992+00:00,1719600003,0.1345,2024-06-28 18:40:03+00:00,39.79985605314815,0.0005,0,0.13783333333333334,0.14192857142857143,0.11078571428571428,0.018950436607609727,0.040514344224140506,-0.0050000000000000044,0.014500000000000013,0.07750000000000001,0.07750000000000001,-0.26384614981092613,0.7651538344516857,4.089615322069352,0.3655,0.014500000000000013,0.0005,0.5,0.26826826773119467,0.9476597819490504,0.5853305929810647,mid,0.0,0.0,0.08,-0.05450000000000001,0,2024-06,0.23258041,short,0.05450000000000001,0.05450000000000001,0.05,50.0,1.725,1386.2749999999926,2386.2749999999924,-11.525000000007367
240383,[Single Market] Will Kamala Harris win the U.S. 2024 Democratic presidential nomination?,US-current-affairs,55587534433102763859032443585846918727132208718352714378810158969375734322181,2024-08-07 13:51:50.562992+00:00,1719606003,0.065,2024-06-28 20:20:03+00:00,39.730411608703704,0.9995,1,0.07166666666666671,0.07928571428571429,0.06964285714285715,0.00975900072948251,0.016462578276698874,0.0,-0.020000000000000004,0.020000000000000004,0.020000000000000004,0.0,-2.0493899431925344,2.0493899431925344,0.435,0.0,0.045,0.9995,0.020953378710368387,0.8198198094797501,-0.28202489201850894,mid,0.0,0.0,0.11,0.045,1,2024-06,0.98746294,long,0.045,0.045,0.05,50.0,1.25,1387.5249999999926,2387.5249999999924,-10.275000000007367
240379,[Single Market] Will Ron DeSantis win the U.S. 2024 Republican presidential nomination?,US-current-affairs,10715043962341292242163832255523703116280692082153281340642602592290195499485,2024-07-18 00:10:37.491895+00:00,1719606003,0.0785,2024-06-28 20:20:03+00:00,19.160121433969906,0.0025,0,0.0785,0.0785,0.07178571428571427,0.0,0.01706741642126034,0.0,0.0,0.047,0.047,0.0,0.0,5.0,0.4215,-0.08650000000000001,0.0015,0.535,0.14432989663668247,0.9999999872611467,0.39339787318507574,mid,0.0,0.0,0.0185,-0.06,0,2024-06,0.24313064,short,0.06,0.06,0.05,50.0,1.9999999999999998,1389.5249999999926,2389.5249999999924,-8.275000000007367
240379,[Single Market] Will Ron DeSantis win the U.S. 2024 Republican presidential nomination?,US-current-affairs,10715043962341292242163832255523703116280692082153281340642602592290195499485,2024-07-18 00:10:37.491895+00:00,1719612002,0.0785,2024-06-28 22:00:02+00:00,19.090688563599535,0.0025,0,0.0785,0.0785,0.07514285714285715,0.0,0.012561278369884072,0.0,0.0,0.0,0.047,0.0,0.0,5.0,0.4215,-0.08650000000000001,0.0015,0.535,0.14432989663668247,0.9999999872611467,0.26726122063582713,mid,0.0,0.0,0.0185,-0.06,0,2024-06,0.2429196,short,0.06,0.06,0.05,50.0,1.9999999999999998,1391.5249999999926,2391.5249999999924,-6.275000000007367
240383,[Single Market] Will Kamala Harris win the U.S. 2024 Democratic presidential nomination?,US-current-affairs,55587534433102763859032443585846918727132208718352714378810158969375734322181,2024-08-07 13:51:50.562992+00:00,1719612002,0.065,2024-06-28 22:00:02+00:00,39.660978738333334,0.9995,1,0.065,0.07642857142857143,0.07107142857142858,0.010690449676494377,0.014958734447261613,0.0,-0.020000000000000004,0.020000000000000004,0.020000000000000004,0.0,-1.8708285183874422,1.8708285183874422,0.435,0.0,0.045,0.9995,0.020953378710368387,0.850467278592017,-0.4058784643149784,mid,0.0,0.0,0.11,0.045,1,2024-06,0.98685944,long,0.045,0.045,0.05,50.0,1.25,1392.7749999999926,2392.7749999999924,-5.025000000007367
240383,[Single Market] Will Kamala Harris win the U.S. 2024 Democratic presidential nomination?,US-current-affairs,55587534433102763859032443585846918727132208718352714378810158969375734322181,2024-08-07 13:51:50.562992+00:00,1719618002,0.065,2024-06-28 23:40:02+00:00,39.59153429388889,0.9995,1,0.065,0.07357142857142858,0.07250000000000001,0.010690449676494353,0.013119275308314107,0.0,-0.020000000000000004,0.0,0.020000000000000004,0.0,-1.8708285183874465,1.8708285183874465,0.435,0.0,0.045,0.9995,0.020953378710368387,0.8834951336223962,-0.5716778748875817,mid,0.0,0.0,0.11,0.045,1,2024-06,0.9865109,long,0.045,0.045,0.05,50.0,1.25,1394.0249999999926,2394.0249999999924,-3.775000000007367
247745,[Single Market] Will Mike Pence win the U.S. 2024 Republican presidential nomination?,,98282331925505121785872687805280263968688819118250947355244296315799835397380,2024-07-17 20:42:12.475369+00:00,1719618002,0.045,2024-06-28 23:40:02+00:00,18.87651013158565,0.002,0,0.045,0.045,0.045,0.0,0.0,0.0,0.0,0.0,0.014499999999999999,0.0,0.0,5.0,0.455,0.009999999999999995,0.002,0.5,0.0863453813527201,0.9999999777777783,0.0,mid,0.0,0.0,0.018,-0.027,0,2024-06,0.23383413,short,0.027,0.027,0.05,50.0,0.35,1394.3749999999925,2394.3749999999927,-3.425000000007003
240379,[Single Market] Will Ron DeSantis win the U.S. 2024 Republican presidential nomination?,US-current-affairs,10715043962341292242163832255523703116280692082153281340642602592290195499485,2024-07-18 00:10:37.491895+00:00,1719618002,0.0785,2024-06-28 23:40:02+00:00,19.021244119155092,0.0025,0,0.0785,0.0785,0.0785,0.0,0.0,0.0,0.0,0.0,0.047,0.0,0.0,5.0,0.4215,-0.08650000000000001,0.0015,0.535,0.14432989663668247,0.9999999872611467,0.0,mid,0.0,0.0,0.0185,-0.06,0,2024-06,0.23806477,short,0.06,0.06,0.05,50.0,1.9999999999999998,1396.3749999999925,2396.3749999999927,-1.425000000007003
240383,[Single Market] Will Kamala Harris win the U.S. 2024 Democratic presidential nomination?,US-current-affairs,55587534433102763859032443585846918727132208718352714378810158969375734322181,2024-08-07 13:51:50.562992+00:00,1719624002,0.065,2024-06-29 01:20:02+00:00,39.52208984944444,0.9995,1,0.065,0.07071428571428572,0.07392857142857144,0.009759000729482431,0.010773645092139652,0.0,-0.020000000000000004,0.0,0.020000000000000004,0.0,-2.049389943192551,2.049389943192551,0.435,0.0,0.045,0.9995,0.020953378710368387,0.9191919061932458,-0.8287418532418322,mid,0.0,0.0,0.11,0.045,1,2024-06,0.9850971,long,0.045,0.045,0.05,50.0,1.25,1397.6249999999925,2397.6249999999927,-0.1750000000070031
247745,[Single Market] Will Mike Pence win the U.S. 2024 Republican presidential nomination?,,98282331925505121785872687805280263968688819118250947355244296315799835397380,2024-07-17 20:42:12.475369+00:00,1719624002,0.045,2024-06-29 01:20:02+00:00,18.807065687141204,0.002,0,0.045,0.045,0.045,0.0,0.0,0.0,0.0,0.0,0.014499999999999999,0.0,0.0,5.0,0.455,0.009999999999999995,0.002,0.5,0.0863453813527201,0.9999999777777783,0.0,mid,0.0,0.0,0.018,-0.027,0,2024-06,0.23383413,short,0.027,0.027,0.05,50.0,0.35,1397.9749999999924,2397.974999999992,0.0
240379,[Single Market] Will Ron DeSantis win the U.S. 2024 Republican presidential nomination?,US-current-affairs,10715043962341292242163832255523703116280692082153281340642602592290195499485,2024-07-18 00:10:37.491895+00:00,1719624002,0.0785,2024-06-29 01:20:02+00:00,18.95179967471065,0.0025,0,0.0785,0.0785,0.0785,0.0,0.0,0.0,0.0,0.0,0.047,0.0,0.0,5.0,0.4215,-0.08650000000000001,0.0015,0.535,0.14432989663668247,0.9999999872611467,0.0,mid,0.0,0.0,0.0185,-0.06,0,2024-06,0.23806477,short,0.06,0.06,0.05,50.0,1.9999999999999998,1399.9749999999924,2399.974999999992,0.0
247745,[Single Market] Will Mike Pence win the U.S. 2024 Republican presidential nomination?,,98282331925505121785872687805280263968688819118250947355244296315799835397380,2024-07-17 20:42:12.475369+00:00,1719630002,0.045,2024-06-29 03:00:02+00:00,18.73762124269676,0.002,0,0.045,0.045,0.045,0.0,0.0,0.0,0.0,0.0,0.014499999999999999,0.0,0.0,5.0,0.455,0.009999999999999995,0.002,0.5,0.0863453813527201,0.9999999777777783,0.0,mid,0.0,0.0,0.018,-0.027,0,2024-06,0.23383413,short,0.027,0.027,0.05,50.0,0.35,1400.3249999999923,2400.3249999999925,0.0
