market_id,question,category,token_id,closedTime,t,price,timestamp,days_to_close,final_price,outcome,future_price,price_return,price_ma7,price_std7,price_diff1,price_diff6,price_diff12,price_diff24,dist_from_half,drift_from_start,price_min,price_max,price_relative,price_vs_ma,time_bucket,target,price_diff1_norm,price_diff6_norm,price_diff24_norm,price_ma3,price_ma14,price_std14,price_x_near,price_x_far,price_zscore14,prob,side,price_return_signed,price_return_capped,kelly,position_usdc,pnl_usdc,cumulative_pnl_usdc,capital,drawdown_usdc,month
248207,Will the Fed increase interest rates by 25 bps after its February meeting?,,102122366921728883686007723122183182680201356871652918420191682492250640822215,2023-02-01 21:02:06+00:00,1671138027,0.65,2022-12-15 21:00:27+00:00,48.00114583333333,0.9,1.0,0.66,0.010000000000000009,0.6,0.08660254037844392,0.0,0.0,0.0,0.0,0.15000000000000002,0.15000000000000002,0.5,0.98,0.3124999993489584,1.083333331527778,mid,1,0.0,0.0,0.0,0.6,0.6,0.08660254037844392,0.0,0.0,0.5773502625229593,0.8509724,long,0.010000000000000009,0.010000000000000009,0.05,50.0,-0.49999999999999956,77.5,1077.5,-0.5,2022-12
248202,"Will Binance.com become insolvent by Jan 31, 2023?",,54663117294022528385601661991520131323669248856526706218963217967937304019396,2023-02-02 10:31:50+00:00,1671162040,0.09,2022-12-16 03:40:40+00:00,48.28553240740741,0.01,0.0,0.11,0.020000000000000004,0.10285714285714286,0.009511897312113413,-0.010000000000000009,-0.03,0.0,0.0,0.41000000000000003,-0.03,0.01,0.14,0.6153846106508876,0.8749999914930556,mid,1,-1.051314855549391,-3.1539445666481702,0.0,0.09,0.09,0.0,0.0,0.0,0.0,0.09033799,short,-0.020000000000000004,-0.020000000000000004,0.05,50.0,-2.0000000000000004,75.5,1075.5,-2.5,2022-12
248202,"Will Binance.com become insolvent by Jan 31, 2023?",,54663117294022528385601661991520131323669248856526706218963217967937304019396,2023-02-02 10:31:50+00:00,1671168016,0.09,2022-12-16 05:20:16+00:00,48.21636574074074,0.01,0.0,0.11,0.020000000000000004,0.09857142857142857,0.006900655593423539,0.0,-0.020000000000000004,0.0,0.0,0.41000000000000003,-0.03,0.01,0.14,0.6153846106508876,0.9130434689981097,mid,1,0.0,-2.8982749292379504,0.0,0.09,0.09,0.0,0.0,0.0,0.0,0.09033799,short,-0.020000000000000004,-0.020000000000000004,0.05,50.0,-2.0000000000000004,73.5,1073.5,-4.5,2022-12
248202,"Will Binance.com become insolvent by Jan 31, 2023?",,54663117294022528385601661991520131323669248856526706218963217967937304019396,2023-02-02 10:31:50+00:00,1671174012,0.09,2022-12-16 07:00:12+00:00,48.146967592592596,0.01,0.0,0.11,0.020000000000000004,0.09571428571428572,0.005345224838248484,0.0,-0.010000000000000009,0.0,0.0,0.41000000000000003,-0.03,0.01,0.14,0.6153846106508876,0.9402984976386722,mid,1,0.0,-1.8708283433870392,0.0,0.09,0.09,0.0,0.0,0.0,0.0,0.08442225,short,-0.020000000000000004,-0.020000000000000004,0.05,50.0,-2.0000000000000004,71.5,1071.5,-6.5,2022-12
248202,"Will Binance.com become insolvent by Jan 31, 2023?",,54663117294022528385601661991520131323669248856526706218963217967937304019396,2023-02-02 10:31:50+00:00,1671180015,0.09,2022-12-16 08:40:15+00:00,48.07748842592593,0.01,0.0,0.11,0.020000000000000004,0.09428571428571429,0.005345224838248484,0.0,-0.010000000000000009,0.0,0.0,0.41000000000000003,-0.03,0.01,0.14,0.6153846106508876,0.9545454444214876,mid,1,0.0,-1.8708283433870392,0.0,0.09,0.09,0.0,0.0,0.0,0.0,0.08442225,short,-0.020000000000000004,-0.020000000000000004,0.05,50.0,-2.0000000000000004,69.5,1069.5,-8.5,2022-12
248202,"Will Binance.com become insolvent by Jan 31, 2023?",,54663117294022528385601661991520131323669248856526706218963217967937304019396,2023-02-02 10:31:50+00:00,1671192016,0.09,2022-12-16 12:00:16+00:00,47.93858796296296,0.01,0.0,0.11,0.020000000000000004,0.09285714285714285,0.004879500364742662,0.0,-0.010000000000000009,0.0,0.0,0.41000000000000003,-0.03,0.01,0.14,0.6153846106508876,0.9692307587928995,mid,1,0.0,-2.0493897331920095,0.0,0.09,0.09,0.0,0.0,0.0,0.0,0.08442225,short,-0.020000000000000004,-0.020000000000000004,0.05,50.0,-2.0000000000000004,67.5,1067.5,-10.5,2022-12
248202,"Will Binance.com become insolvent by Jan 31, 2023?",,54663117294022528385601661991520131323669248856526706218963217967937304019396,2023-02-02 10:31:50+00:00,1671198003,0.09,2022-12-16 13:40:03+00:00,47.86929398148148,0.01,0.0,0.11,0.020000000000000004,0.09142857142857143,0.0037796447300922674,0.0,-0.010000000000000009,0.0,0.0,0.41000000000000003,-0.03,0.01,0.14,0.6153846106508876,0.9843749892333985,mid,1,0.0,-2.6457506110647815,0.0,0.09,0.09,0.0,0.0,0.0,0.0,0.07784303,short,-0.020000000000000004,-0.020000000000000004,0.05,50.0,-2.0000000000000004,65.5,1065.5,-12.5,2022-12
248202,"Will Binance.com become insolvent by Jan 31, 2023?",,54663117294022528385601661991520131323669248856526706218963217967937304019396,2023-02-02 10:31:50+00:00,1671204054,0.09,2022-12-16 15:20:54+00:00,47.79925925925926,0.01,0.0,0.11,0.020000000000000004,0.09,0.0,0.0,0.0,-0.03,0.0,0.41000000000000003,-0.03,0.01,0.14,0.6153846106508876,0.999999988888889,mid,1,0.0,0.0,0.0,0.09,0.09,0.0,0.0,0.0,0.0,0.076466255,short,-0.020000000000000004,-0.020000000000000004,0.05,50.0,-2.0000000000000004,63.5,1063.5,-14.5,2022-12
248202,"Will Binance.com become insolvent by Jan 31, 2023?",,54663117294022528385601661991520131323669248856526706218963217967937304019396,2023-02-02 10:31:50+00:00,1671210031,0.09,2022-12-16 17:00:31+00:00,47.73008101851852,0.01,0.0,0.11,0.020000000000000004,0.09,0.0,0.0,0.0,-0.020000000000000004,0.0,0.41000000000000003,-0.03,0.01,0.14,0.6153846106508876,0.999999988888889,mid,1,0.0,0.0,0.0,0.09,0.09,0.0,0.0,0.0,0.0,0.076466255,short,-0.020000000000000004,-0.020000000000000004,0.05,50.0,-2.0000000000000004,61.5,1061.5,-16.5,2022-12
248202,"Will Binance.com become insolvent by Jan 31, 2023?",,54663117294022528385601661991520131323669248856526706218963217967937304019396,2023-02-02 10:31:50+00:00,1671228042,0.08,2022-12-16 22:00:42+00:00,47.52162037037037,0.01,0.0,0.11,0.03,0.09142857142857143,0.008997354108424371,-0.03,-0.009999999999999995,-0.020000000000000004,0.0,0.42,-0.039999999999999994,0.01,0.14,0.5384615343195267,0.8749999904296877,mid,1,-3.3343132107690745,-1.1114377369230244,0.0,0.08666666666666667,0.08888888888888888,0.003333333333333333,0.0,0.0,-2.666665866666903,0.1447541,short,-0.03,-0.03,0.05,50.0,-2.5,59.0,1059.0,-19.0,2022-12
248202,"Will Binance.com become insolvent by Jan 31, 2023?",,54663117294022528385601661991520131323669248856526706218963217967937304019396,2023-02-02 10:31:50+00:00,1671234008,0.08,2022-12-16 23:40:08+00:00,47.45256944444444,0.01,0.0,0.11,0.03,0.09,0.009999999999999997,0.0,-0.009999999999999995,-0.020000000000000004,0.0,0.42,-0.039999999999999994,0.01,0.14,0.5384615343195267,0.8888888790123458,mid,1,0.0,-0.9999999000000099,0.0,0.08333333333333333,0.088,0.00421637021355784,0.0,0.0,-1.897366146101132,0.15082502,short,-0.03,-0.03,0.05,50.0,-2.5,56.5,1056.5,-21.5,2022-12
248202,"Will Binance.com become insolvent by Jan 31, 2023?",,54663117294022528385601661991520131323669248856526706218963217967937304019396,2023-02-02 10:31:50+00:00,1671240045,0.08,2022-12-17 01:20:45+00:00,47.38269675925926,0.01,0.0,0.11,0.03,0.08857142857142856,0.010690449676496974,0.0,-0.009999999999999995,-0.020000000000000004,0.0,0.42,-0.039999999999999994,0.01,0.14,0.5384615343195267,0.9032257962539024,mid,1,0.0,-0.9354142591934932,0.0,0.08,0.08727272727272727,0.00467099366496914,0.0,0.0,-1.5569975549897814,0.09993727,short,-0.03,-0.03,0.05,50.0,-2.5,54.0,1054.0,-24.0,2022-12
248202,"Will Binance.com become insolvent by Jan 31, 2023?",,54663117294022528385601661991520131323669248856526706218963217967937304019396,2023-02-02 10:31:50+00:00,1671246025,0.09,2022-12-17 03:00:25+00:00,47.313483796296296,0.01,0.0,0.11,0.020000000000000004,0.08857142857142856,0.010690449676496974,0.009999999999999995,0.0,0.0,0.0,0.41000000000000003,-0.03,0.01,0.14,0.6153846106508876,1.0161290207856402,mid,1,0.9354142591934932,0.0,0.0,0.08333333333333333,0.08750000000000001,0.004522670168666455,0.0,0.0,0.5527706761703687,0.04815916,short,-0.020000000000000004,-0.020000000000000004,0.05,50.0,-2.0000000000000004,52.0,1052.0,-26.0,2022-12
248202,"Will Binance.com become insolvent by Jan 31, 2023?",,54663117294022528385601661991520131323669248856526706218963217967937304019396,2023-02-02 10:31:50+00:00,1671252008,0.09,2022-12-17 04:40:08+00:00,47.244236111111114,0.01,0.0,0.11,0.020000000000000004,0.08857142857142856,0.010690449676496974,0.0,0.0,0.0,0.0,0.41000000000000003,-0.03,0.01,0.14,0.6153846106508876,1.0161290207856402,mid,1,0.0,0.0,0.0,0.08666666666666667,0.08769230769230768,0.004385290096535146,0.0,0.0,0.5262346915842467,0.046594407,short,-0.020000000000000004,-0.020000000000000004,0.05,50.0,-2.0000000000000004,50.0,1050.0,-28.0,2022-12
248202,"Will Binance.com become insolvent by Jan 31, 2023?",,54663117294022528385601661991520131323669248856526706218963217967937304019396,2023-02-02 10:31:50+00:00,1671258026,0.14,2022-12-17 06:20:26+00:00,47.17458333333333,0.01,0.0,0.11,-0.030000000000000013,0.09571428571428572,0.022253945610567472,0.05000000000000002,0.030000000000000013,0.05000000000000002,0.0,0.36,0.020000000000000018,0.01,0.14,0.9999999923076923,1.4626865518823793,mid,0,2.2467924847207597,1.348075490832456,0.0,0.10666666666666667,0.09142857142857143,0.014600918230947437,0.0,0.0,3.3266007299375246,0.0019498104,short,0.030000000000000013,0.030000000000000013,0.05,50.0,0.5000000000000007,50.5,1050.5,-27.5,2022-12
248206,Will the Fed increase interest rates by 0 bps after its February meeting?,,50840823040491579160844190313425221953810324677596615897772385992533441988174,2023-02-01 21:01:30+00:00,1671294020,0.08,2022-12-17 16:20:20+00:00,46.19525462962963,0.25,0.0,0.05,-0.03,0.08,0.0,0.0,0.0,0.0,-0.42,0.42,-0.42,0.01,0.5,0.14285714256559767,0.9999999875000002,mid,0,0.0,0.0,-5.0,0.08,0.26,0.2156920882255001,0.0,0.0,-0.8345229565272326,0.17753251,short,0.03,0.03,0.05,50.0,0.49999999999999994,51.0,1051.0,-27.0,2022-12
248206,Will the Fed increase interest rates by 0 bps after its February meeting?,,50840823040491579160844190313425221953810324677596615897772385992533441988174,2023-02-01 21:01:30+00:00,1671300047,0.08,2022-12-17 18:00:47+00:00,46.12549768518519,0.25,0.0,0.05,-0.03,0.08,0.0,0.0,0.0,0.0,-0.42,0.42,-0.42,0.01,0.5,0.14285714256559767,0.9999999875000002,mid,0,0.0,0.0,-5.0,0.08,0.23,0.2088429664015157,0.0,0.0,-0.7182430027036255,0.16614453,short,0.03,0.03,0.05,50.0,0.49999999999999994,51.5,1051.5,-26.5,2022-12
248206,Will the Fed increase interest rates by 0 bps after its February meeting?,,50840823040491579160844190313425221953810324677596615897772385992533441988174,2023-02-01 21:01:30+00:00,1671306011,0.08,2022-12-17 19:40:11+00:00,46.05646990740741,0.25,0.0,0.05,-0.03,0.08,0.0,0.0,0.0,0.0,-0.42,0.42,-0.42,0.01,0.5,0.14285714256559767,0.9999999875000002,mid,0,0.0,0.0,-5.0,0.08,0.19999999999999998,0.19689903699416808,0.0,0.0,-0.6094493971248058,0.15017465,short,0.03,0.03,0.05,50.0,0.49999999999999994,52.0,1052.0,-26.0,2022-12
248206,Will the Fed increase interest rates by 0 bps after its February meeting?,,50840823040491579160844190313425221953810324677596615897772385992533441988174,2023-02-01 21:01:30+00:00,1671312026,0.08,2022-12-17 21:20:26+00:00,45.98685185185185,0.25,0.0,0.05,-0.03,0.08,0.0,0.0,0.0,0.0,-0.42,0.42,-0.42,0.01,0.5,0.14285714256559767,0.9999999875000002,mid,0,0.0,0.0,-5.0,0.08,0.16999999999999998,0.17884243172305445,0.0,0.0,-0.5032362769263435,0.15017465,short,0.03,0.03,0.05,50.0,0.49999999999999994,52.5,1052.5,-25.5,2022-12
248206,Will the Fed increase interest rates by 0 bps after its February meeting?,,50840823040491579160844190313425221953810324677596615897772385992533441988174,2023-02-01 21:01:30+00:00,1671318051,0.08,2022-12-17 23:00:51+00:00,45.917118055555555,0.25,0.0,0.05,-0.03,0.08,0.0,0.0,0.0,0.0,-0.42,0.42,-0.42,0.01,0.5,0.14285714256559767,0.9999999875000002,mid,0,0.0,0.0,-5.0,0.08,0.13999999999999999,0.15251733823253824,0.0,0.0,-0.3933978936553563,0.08855085,short,0.03,0.03,0.05,50.0,0.49999999999999994,53.0,1053.0,-25.0,2022-12
248202,"Will Binance.com become insolvent by Jan 31, 2023?",,54663117294022528385601661991520131323669248856526706218963217967937304019396,2023-02-02 10:31:50+00:00,1671318051,0.11,2022-12-17 23:00:51+00:00,46.47984953703704,0.01,0.0,0.09,-0.020000000000000004,0.11,0.0057735026918962,0.0,-0.009999999999999995,0.020000000000000004,0.020000000000000004,0.39,-0.009999999999999995,0.01,0.14,0.7692307633136095,0.999999990909091,mid,0,0.0,-1.7320505075689456,3.4641010151378935,0.11333333333333334,0.09285714285714285,0.015406577730392867,0.0,0.0,1.1126972083061566,0.059282806,short,0.020000000000000004,0.020000000000000004,0.05,50.0,1.734723475976807e-16,53.0,1053.0,-25.0,2022-12
248206,Will the Fed increase interest rates by 0 bps after its February meeting?,,50840823040491579160844190313425221953810324677596615897772385992533441988174,2023-02-01 21:01:30+00:00,1671324031,0.08,2022-12-18 00:40:31+00:00,45.84790509259259,0.25,0.0,0.05,-0.03,0.08,0.0,0.0,0.0,0.0,-0.42,0.42,-0.42,0.01,0.5,0.14285714256559767,0.9999999875000002,mid,0,0.0,0.0,-5.0,0.08,0.11,0.11224972160321829,0.0,0.0,-0.2672612395314719,0.119137734,short,0.03,0.03,0.05,50.0,0.49999999999999994,53.5,1053.5,-24.5,2022-12
248202,"Will Binance.com become insolvent by Jan 31, 2023?",,54663117294022528385601661991520131323669248856526706218963217967937304019396,2023-02-02 10:31:50+00:00,1671324031,0.11,2022-12-18 00:40:31+00:00,46.41063657407408,0.01,0.0,0.09,-0.020000000000000004,0.10857142857142857,0.0037796447300921876,0.0,0.009999999999999995,0.020000000000000004,0.020000000000000004,0.39,-0.009999999999999995,0.01,0.14,0.7692307633136095,1.0131578854051249,mid,0,0.0,2.645750611064834,5.0,0.12,0.09428571428571429,0.016035674514745465,0.0,0.0,0.979957825901115,0.07728192,short,0.020000000000000004,0.020000000000000004,0.05,50.0,1.734723475976807e-16,53.5,1053.5,-24.5,2022-12
248202,"Will Binance.com become insolvent by Jan 31, 2023?",,54663117294022528385601661991520131323669248856526706218963217967937304019396,2023-02-02 10:31:50+00:00,1671330023,0.11,2022-12-18 02:20:23+00:00,46.34128472222222,0.01,0.0,0.09,-0.020000000000000004,0.11,0.0,0.0,0.0,-0.030000000000000013,0.020000000000000004,0.39,-0.009999999999999995,0.01,0.14,0.7692307633136095,0.999999990909091,mid,0,0.0,0.0,5.0,0.11,0.09571428571428571,0.01650840611711114,0.0,0.0,0.8653599456550229,0.0535025,short,0.020000000000000004,0.020000000000000004,0.05,50.0,1.734723475976807e-16,53.5,1053.5,-24.5,2022-12
244621,Will @realDonaldTrump tweet in 2022?,Pop-Culture ,102894439065827948528517742821392984534879642748379345137452173673949276014977,2023-01-02 22:00:59+00:00,1671330023,0.14,2022-12-18 02:20:23+00:00,15.819861111111113,0.01,0.0,0.13,-0.010000000000000009,0.14,0.0,0.0,0.0,0.0,0.0,0.36,-0.36,0.01,0.5,0.26530612190753855,0.9999999928571429,mid,0,0.0,0.0,0.0,0.15333333333333332,0.24363636363636365,0.09952615005843712,0.0,0.0,-1.0412978150387147,0.24574102,short,0.010000000000000009,0.010000000000000009,0.05,50.0,-0.49999999999999956,53.0,1053.0,-25.0,2022-12
248206,Will the Fed increase interest rates by 0 bps after its February meeting?,,50840823040491579160844190313425221953810324677596615897772385992533441988174,2023-02-01 21:01:30+00:00,1671330023,0.08,2022-12-18 02:20:23+00:00,45.77855324074074,0.25,0.0,0.05,-0.03,0.08,0.0,0.0,0.0,0.0,-0.42,0.42,-0.42,0.01,0.5,0.14285714256559767,0.9999999875000002,mid,0,0.0,0.0,-5.0,0.08,0.08,0.0,0.0,0.0,0.0,0.1089409,short,0.03,0.03,0.05,50.0,0.49999999999999994,53.5,1053.5,-24.5,2022-12
248206,Will the Fed increase interest rates by 0 bps after its February meeting?,,50840823040491579160844190313425221953810324677596615897772385992533441988174,2023-02-01 21:01:30+00:00,1671336020,0.08,2022-12-18 04:00:20+00:00,45.70914351851851,0.25,0.0,0.05,-0.03,0.08,0.0,0.0,0.0,0.0,-0.42,0.42,-0.42,0.01,0.5,0.14285714256559767,0.9999999875000002,mid,0,0.0,0.0,-5.0,0.08,0.08,0.0,0.0,0.0,0.0,0.1089409,short,0.03,0.03,0.05,50.0,0.49999999999999994,54.0,1054.0,-24.0,2022-12
248202,"Will Binance.com become insolvent by Jan 31, 2023?",,54663117294022528385601661991520131323669248856526706218963217967937304019396,2023-02-02 10:31:50+00:00,1671336020,0.11,2022-12-18 04:00:20+00:00,46.271875,0.01,0.0,0.09,-0.020000000000000004,0.11,0.0,0.0,0.0,-0.009999999999999995,0.020000000000000004,0.39,-0.009999999999999995,0.01,0.14,0.7692307633136095,0.999999990909091,mid,0,0.0,0.0,5.0,0.11,0.09714285714285716,0.01683794772282191,0.0,0.0,0.7635813048721584,0.05245859,short,0.020000000000000004,0.020000000000000004,0.05,50.0,1.734723475976807e-16,54.0,1054.0,-24.0,2022-12
244621,Will @realDonaldTrump tweet in 2022?,Pop-Culture ,102894439065827948528517742821392984534879642748379345137452173673949276014977,2023-01-02 22:00:59+00:00,1671336020,0.14,2022-12-18 04:00:20+00:00,15.750451388888887,0.01,0.0,0.13,-0.010000000000000009,0.14,0.0,0.0,0.0,0.0,0.0,0.36,-0.36,0.01,0.5,0.26530612190753855,0.9999999928571429,mid,0,0.0,0.0,0.0,0.1466666666666667,0.23500000000000001,0.09949874371066199,0.0,0.0,-0.9547859149002921,0.24574102,short,0.010000000000000009,0.010000000000000009,0.05,50.0,-0.49999999999999956,53.5,1053.5,-24.5,2022-12
244621,Will @realDonaldTrump tweet in 2022?,Pop-Culture ,102894439065827948528517742821392984534879642748379345137452173673949276014977,2023-01-02 22:00:59+00:00,1671342011,0.14,2022-12-18 05:40:11+00:00,15.681111111111113,0.01,0.0,0.13,-0.010000000000000009,0.14,0.0,0.0,0.0,0.0,0.0,0.36,-0.36,0.01,0.5,0.26530612190753855,0.9999999928571429,mid,0,0.0,0.0,0.0,0.14,0.2276923076923077,0.09883941910609738,0.0,0.0,-0.8872199735507955,0.24574102,short,0.010000000000000009,0.010000000000000009,0.05,50.0,-0.49999999999999956,53.0,1053.0,-25.0,2022-12
248202,"Will Binance.com become insolvent by Jan 31, 2023?",,54663117294022528385601661991520131323669248856526706218963217967937304019396,2023-02-02 10:31:50+00:00,1671342011,0.11,2022-12-18 05:40:11+00:00,46.202534722222225,0.01,0.0,0.09,-0.020000000000000004,0.11,0.0,0.0,0.0,-0.009999999999999995,0.020000000000000004,0.39,-0.009999999999999995,0.01,0.14,0.7692307633136095,0.999999990909091,mid,0,0.0,0.0,5.0,0.11,0.09857142857142857,0.017032612545052804,0.0,0.0,0.6709816669263247,0.04537974,short,0.020000000000000004,0.020000000000000004,0.05,50.0,1.734723475976807e-16,53.0,1053.0,-25.0,2022-12
248206,Will the Fed increase interest rates by 0 bps after its February meeting?,,50840823040491579160844190313425221953810324677596615897772385992533441988174,2023-02-01 21:01:30+00:00,1671342011,0.08,2022-12-18 05:40:11+00:00,45.63980324074074,0.25,0.0,0.05,-0.03,0.08,0.0,0.0,0.0,0.0,-0.42,0.42,-0.42,0.01,0.5,0.14285714256559767,0.9999999875000002,mid,0,0.0,0.0,-5.0,0.08,0.08,0.0,0.0,0.0,0.0,0.1089409,short,0.03,0.03,0.05,50.0,0.49999999999999994,53.5,1053.5,-24.5,2022-12
244621,Will @realDonaldTrump tweet in 2022?,Pop-Culture ,102894439065827948528517742821392984534879642748379345137452173673949276014977,2023-01-02 22:00:59+00:00,1671348010,0.14,2022-12-18 07:20:10+00:00,15.61167824074074,0.01,0.0,0.13,-0.010000000000000009,0.14,0.0,0.0,0.0,0.0,0.0,0.36,-0.36,0.01,0.5,0.26530612190753855,0.9999999928571429,mid,0,0.0,0.0,0.0,0.14,0.22142857142857145,0.0978112108453472,0.0,0.0,-0.8325075407236652,0.23817638,short,0.010000000000000009,0.010000000000000009,0.05,50.0,-0.49999999999999956,53.0,1053.0,-25.0,2022-12
248206,Will the Fed increase interest rates by 0 bps after its February meeting?,,50840823040491579160844190313425221953810324677596615897772385992533441988174,2023-02-01 21:01:30+00:00,1671348010,0.08,2022-12-18 07:20:10+00:00,45.57037037037037,0.25,0.0,0.05,-0.03,0.08,0.0,0.0,0.0,0.0,-0.42,0.42,-0.42,0.01,0.5,0.14285714256559767,0.9999999875000002,mid,0,0.0,0.0,-5.0,0.08,0.08,0.0,0.0,0.0,0.0,0.1089409,short,0.03,0.03,0.05,50.0,0.49999999999999994,53.5,1053.5,-24.5,2022-12
